Year,Year Code,State,StateCode,Deaths,Population,Avg Daily Max Heat Index (C),,,
2008,2008,South Carolina,SC,8,4528996,33.58,,,
2008,2008,South Dakota,SD,0,799124,30.89,,,
2008,2008,Tennessee,TN,12,6247411,32.27,,,
2008,2008,Texas,TX,53,24309039,33.37,,,
2008,2008,Utah,UT,0,2663029,29.33,,,
2008,2008,Vermont,VT,0,624151,30.86,,,
2008,2008,Virginia,VA,15,7833496,31.56,,,
2008,2008,Washington,WA,4,6562231,29.48,,,
2008,2008,West Virginia,WV,3,1840310,30.71,,,
2008,2008,Wisconsin,WI,3,5640996,30.44,,,
2008,2008,Wyoming,WY,0,546043,28.44,,,
2009,2009,Alabama,AL,5,4757938,34.57,,,
2009,2009,Alaska,AK,0,698895,0,,,
2009,2009,Arizona,AZ,95,6343154,31.38,,,
2009,2009,Arkansas,AR,7,2896843,35.21,,,
2009,2009,California,CA,63,36961229,31.76,,,
2009,2009,Colorado,CO,5,4972195,29.31,,,
2009,2009,Connecticut,CT,1,3561807,30.93,,,
2009,2009,Delaware,DE,0,891730,30.92,,,
2009,2009,District of Columbia,DC,0,592228,31.11,,,
2009,2009,Florida,FL,39,18652644,34.97,,,
2009,2009,Georgia,GA,18,9620846,34.31,,,
2009,2009,Hawaii,HI,1,1346717,0,,,
2009,2009,Idaho,ID,1,1554439,28.64,,,
2009,2009,Illinois,IL,21,12796778,31.75,,,
2009,2009,Indiana,IN,6,6459325,31.3,,,
2009,2009,Iowa,IA,2,3032870,31.08,,,
2009,2009,Kansas,KS,11,2832704,32.67,,,
2009,2009,Kentucky,KY,3,4317074,31.89,,,
2009,2009,Louisiana,LA,11,4491648,36.06,,,
2009,2009,Maine,ME,0,1329590,30.73,,,
2009,2009,Maryland,MD,8,5730388,30.57,,,
2009,2009,Massachusetts,MA,1,6517613,30.94,,,
2009,2009,Michigan,MI,2,9901591,29.81,,,
2009,2009,Minnesota,MN,2,5281203,29.48,,,
2009,2009,Mississippi,MS,13,2958774,35.27,,,
2009,2009,Missouri,MO,15,5961088,33.14,,,
2009,2009,Montana,MT,0,983982,28.79,,,
2009,2009,Nebraska,NE,1,1812683,30.63,,,
2009,2009,Nevada,NV,17,2684665,29.18,,,
2009,2009,New Hampshire,NH,0,1316102,30.39,,,
2009,2009,New Jersey,NJ,1,8755602,30.92,,,
2009,2009,New Mexico,NM,4,2036802,29.96,,,
2009,2009,New York,NY,8,19307066,30.62,,,
2009,2009,North Carolina,NC,10,9449566,32.52,,,
2009,2009,North Dakota,ND,0,664968,29.3,,,
2009,2009,Ohio,OH,9,11528896,30.5,,,
2009,2009,Oklahoma,OK,19,3717572,34.93,,,
2009,2009,Oregon,OR,7,3808600,28.68,,,
2009,2009,Pennsylvania,PA,8,12666858,30.16,,,
2009,2009,Rhode Island,RI,1,1053646,31.35,,,
2009,2009,South Carolina,SC,9,4589872,34.14,,,
2009,2009,South Dakota,SD,1,807067,29.91,,,
2009,2009,Tennessee,TN,16,6306019,32.68,,,
2009,2009,Texas,TX,80,24801761,34.64,,,
2009,2009,Utah,UT,2,2723421,28.94,,,
2009,2009,Vermont,VT,0,624817,30.49,,,
2009,2009,Virginia,VA,4,7925937,31.13,,,
2009,2009,Washington,WA,15,6667426,29.55,,,
2009,2009,West Virginia,WV,1,1847775,30.13,,,
2009,2009,Wisconsin,WI,9,5669264,29.53,,,
2009,2009,Wyoming,WY,0,559851,28.01,,,
2010,2010,Alabama,AL,14,4779736,35.49,,,
2010,2010,Alaska,AK,1,710231,0,,,
2010,2010,Arizona,AZ,99,6392017,31.49,,,
2010,2010,Arkansas,AR,25,2915918,36.13,,,
2010,2010,California,CA,49,37253956,31.63,,,
2010,2010,Colorado,CO,2,5029196,29.78,,,
2010,2010,Connecticut,CT,2,3574097,31.48,,,
2010,2010,Delaware,DE,0,897934,32.88,,,
2010,2010,District of Columbia,DC,7,601723,34.01,,,
2010,2010,Florida,FL,27,18801310,35.35,,,
2010,2010,Georgia,GA,28,9687653,35.19,,,
2010,2010,Hawaii,HI,2,1360301,0,,,
2010,2010,Idaho,ID,0,1567582,28.53,,,
2010,2010,Illinois,IL,17,12830632,34.56,,,
2010,2010,Indiana,IN,10,6483802,33.62,,,
2010,2010,Iowa,IA,4,3046355,33.77,,,
2010,2010,Kansas,KS,8,2853118,34.28,,,
2010,2010,Kentucky,KY,17,4339367,34.27,,,
2010,2010,Louisiana,LA,19,4533372,36.43,,,
2010,2010,Maine,ME,2,1328361,30.69,,,
2010,2010,Maryland,MD,34,5773552,32.87,,,
2010,2010,Massachusetts,MA,2,6547629,31.14,,,
2010,2010,Michigan,MI,10,9883640,31.56,,,
2010,2010,Minnesota,MN,1,5303925,31.67,,,
2010,2010,Mississippi,MS,34,2967297,36,,,
2010,2010,Missouri,MO,26,5988927,35.57,,,
2010,2010,Montana,MT,2,989415,29.11,,,
2010,2010,Nebraska,NE,2,1826341,32.19,,,
2010,2010,Nevada,NV,38,2700551,29.26,,,
2010,2010,New Hampshire,NH,0,1316470,30.73,,,
2010,2010,New Jersey,NJ,7,8791894,32.43,,,
2010,2010,New Mexico,NM,4,2059179,29.99,,,
2010,2010,New York,NY,28,19378102,31.1,,,
2010,2010,North Carolina,NC,14,9535483,34.28,,,
2010,2010,North Dakota,ND,0,672591,30.94,,,
2010,2010,Ohio,OH,11,11536504,32.47,,,
2010,2010,Oklahoma,OK,19,3751351,35.9,,,
2010,2010,Oregon,OR,3,3831074,28.21,,,
2010,2010,Pennsylvania,PA,37,12702379,31.31,,,
2010,2010,Rhode Island,RI,1,1052567,31.56,,,
2010,2010,South Carolina,SC,14,4625364,35.23,,,
2010,2010,South Dakota,SD,1,814180,31.89,,,
2010,2010,Tennessee,TN,45,6346105,34.61,,,
2010,2010,Texas,TX,94,25145561,34.79,,,
2010,2010,Utah,UT,3,2763885,29.15,,,
2010,2010,Vermont,VT,0,625741,31.21,,,
2010,2010,Virginia,VA,14,8001024,33.07,,,
2010,2010,Washington,WA,6,6724540,28.94,,,
2010,2010,West Virginia,WV,3,1852994,31.69,,,
2010,2010,Wisconsin,WI,9,5686986,32.04,,,
2010,2010,Wyoming,WY,0,563626,28.43,,,
2011,2011,Alabama,AL,12,4802740,34.92,,,
2011,2011,Alaska,AK,2,722718,0,,,
2011,2011,Arizona,AZ,118,6482505,31.51,,,
2011,2011,Arkansas,AR,24,2937979,36.28,,,
2011,2011,California,CA,31,37691912,31.58,,,
2011,2011,Colorado,CO,4,5116796,30.26,,,
2011,2011,Connecticut,CT,1,3580709,31.53,,,
2011,2011,Delaware,DE,4,907135,32.63,,,
2011,2011,District of Columbia,DC,15,617996,33.44,,,
2011,2011,Florida,FL,18,19057542,34.42,,,
2011,2011,Georgia,GA,14,9815210,34.83,,,
2011,2011,Hawaii,HI,0,1374810,0,,,
2011,2011,Idaho,ID,1,1584985,28.56,,,
2011,2011,Illinois,IL,50,12869257,35.44,,,
2011,2011,Indiana,IN,21,6516922,34.57,,,
2011,2011,Iowa,IA,8,3062309,34.35,,,
2011,2011,Kansas,KS,37,2871238,35.01,,,
2011,2011,Kentucky,KY,17,4369356,34.54,,,
2011,2011,Louisiana,LA,19,4574836,35.6,,,
2011,2011,Maine,ME,0,1328188,30.38,,,
2011,2011,Maryland,MD,35,5828289,32.72,,,
2011,2011,Massachusetts,MA,2,6587536,31.21,,,
2011,2011,Michigan,MI,11,9876187,32.51,,,
2011,2011,Minnesota,MN,5,5344861,32.24,,,
2011,2011,Mississippi,MS,21,2978512,35.43,,,
2011,2011,Missouri,MO,46,6010688,36.07,,,
2011,2011,Montana,MT,3,998199,29.19,,,
2011,2011,Nebraska,NE,4,1842641,33.05,,,
2011,2011,Nevada,NV,22,2723322,28.99,,,
2011,2011,New Hampshire,NH,0,1318194,30.99,,,
2011,2011,New Jersey,NJ,20,8821155,32.45,,,
2011,2011,New Mexico,NM,5,2082224,30.36,,,
2011,2011,New York,NY,46,19465197,31.37,,,
2011,2011,North Carolina,NC,14,9656401,33.92,,,
2011,2011,North Dakota,ND,0,683932,30.9,,,
2011,2011,Ohio,OH,17,11544951,33.53,,,
2011,2011,Oklahoma,OK,44,3791508,36.17,,,
2011,2011,Oregon,OR,4,3871859,28.02,,,
2011,2011,Pennsylvania,PA,57,12742886,32.05,,,
2011,2011,Rhode Island,RI,0,1051302,31.23,,,
2011,2011,South Carolina,SC,10,4679230,34.92,,,
2011,2011,South Dakota,SD,4,824082,32.36,,,
2011,2011,Tennessee,TN,20,6403353,34.48,,,
2011,2011,Texas,TX,186,25674681,34.89,,,
2011,2011,Utah,UT,5,2817222,29.12,,,
2011,2011,Vermont,VT,0,626431,30.86,,,
2011,2011,Virginia,VA,12,8096604,32.92,,,
2011,2011,Washington,WA,3,6830038,28.97,,,
2011,2011,West Virginia,WV,2,1855364,32.12,,,
2011,2011,Wisconsin,WI,11,5711767,32.74,,,
2011,2011,Wyoming,WY,0,568158,28.65,,,
