iso_code,country,year,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,co2_per_unit_energy,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,total_ghg,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp
,North America,1982,5118.835,-4.142,-221.172,,,,0,,27.485,229943.284,0.004,0,,0.221,,,,,,,,,,,,,,,,,,,,258854000,
,North America,1983,5110.573,-0.161,-8.262,,,,0,,27.551,235053.856,0.004,0,,0.222,,,,,,,,,,,,,,,,,,,,261318000,
,North America,1984,5268.494,3.09,157.921,,,,0,,27.416,240322.351,0.004,0,,0.217,,,,,,,,,,,,,,,,,,,,263819008,
,North America,1985,5297.347,0.548,28.853,,,,0,,26.764,245619.697,0.004,0,,0.218,,,,,,,,,,,,,,,,,,,,266363008,
,North America,1986,5278.135,-0.363,-19.212,,,,0,,25.878,250897.832,0.004,0,,0.216,,,,,,,,,,,,,,,,,,,,268959008,
,North America,1987,5514.884,4.485,236.75,,,,0,,26.371,256412.716,0.003,0,,0.218,,,,,,,,,,,,,,,,,,,,271607008,
,North America,1988,5744.424,4.162,229.539,,,,0,,26.495,262157.14,0.003,0,,0.218,,,,,,,,,,,,,,,,,,,,274300000,
,North America,1989,5876.532,2.3,132.108,,,,0,,26.525,268033.672,0.003,0,,0.218,,,,,,,,,,,,,,,,,,,,277028000,
,North America,1990,6005.415,2.193,128.883,,,,0,,27.074,274039.087,0.003,0,,0.222,,,,,,,,,,,,,,,,,,,,279784992,
,North America,1991,5955.593,-0.83,-49.822,,,,0,,26.553,279994.68,0.003,0,,0.22,,,,,,,,,,,,,,,,,,,,282552000,
,North America,1992,6072.274,1.959,116.681,,,,0,,27.359,286066.954,0.003,0,,0.221,,,,,,,,,,,,,,,,,,,,285340000,
,North America,1993,6186.753,1.885,114.479,,,,0,,27.927,292253.707,0.003,0,,0.221,,,,,,,,,,,,,,,,,,,,288204992,
,North America,1994,6313.802,2.054,127.049,,,,0,,28.019,298567.509,0.003,0,,0.22,,,,,,,,,,,,,,,,,,,,291227008,
,North America,1995,6377.098,1.003,63.296,,,,0,,27.718,304944.607,0.003,0,,0.218,,,,,,,,,,,,,,,,,,,,294454016,
,North America,1996,6602.059,3.528,224.961,,,,0,,28.066,311546.665,0.003,0,,0.219,,,,,,,,,,,,,,,,,,,,297919008,
,North America,1997,6717.582,1.75,115.523,,,,0,,28.089,318264.247,0.003,0,,0.22,,,,,,,,,,,,,,,,,,,,301582016,
,North America,1998,6788.682,1.058,71.1,,,,0,,28.304,325052.93,0.003,0,,0.221,,,,,,,,,,,,,,,,,,,,305324000,
,North America,1999,6894.952,1.565,106.27,,,,0,,28.812,331947.882,0.003,0,,0.221,,,,,,,,,,,,,,,,,,,,308977984,
,North America,2000,7104.886,3.045,209.934,,,,0,,28.93,339052.768,0.003,0,,0.222,,,,,,,,,,,,,,,,,,,,312427008,
,North America,2001,7020.709,-1.185,-84.177,,,,0,,27.929,346073.477,0.003,0,,0.224,,,,,,,,,,,,,,,,,,,,315616000,
,North America,2002,7075.438,0.78,54.729,,,,0,,27.753,353148.915,0.003,0,,0.222,,,,,,,,,,,,,,,,,,,,318585984,
,North America,2003,7172.692,1.375,97.253,,,,0,,26.697,360321.607,0.003,0,,0.224,,,,,,,,,,,,,,,,,,,,321432000,
,North America,2004,7287.007,1.594,114.315,,,,0,,25.852,367608.614,0.003,0,,0.222,,,,,,,,,,,,,,,,,,,,324299008,
,North America,2005,7335.558,0.666,48.552,,,,0,,25.075,374944.172,0.003,0,,0.222,,,,,,,,,,,,,,,,,,,,327287008,
,North America,2006,7271.121,-0.878,-64.438,,,,0,,24.008,382215.293,0.003,0,,0.221,,,,,,,,,,,,,,,,,,,,330424992,
,North America,2007,7381.909,1.524,110.788,,,,0,,23.905,389597.202,0.003,0,,0.221,,,,,,,,,,,,,,,,,,,,333668000,
,North America,2008,7175.044,-2.802,-206.865,,,,0,,22.509,396772.246,0.003,0,,0.219,,,,,,,,,,,,,,,,,,,,336952992,
,North America,2009,6689.015,-6.774,-486.029,,,,0,,21.219,403461.261,0.003,0,,0.214,,,,,,,,,,,,,,,,,,,,340182016,
,North America,2010,6902.749,3.195,213.734,,,,0,,20.875,410364.01,0.003,0,,0.213,,,,,,,,,,,,,,,,,,,,343287008,
,North America,2011,6805.618,-1.407,-97.131,,,,0,,19.808,417169.628,0.003,0,,0.21,,,,,,,,,,,,,,,,,,,,346251008,
,North America,2012,6613.497,-2.823,-192.121,,,,0,,18.939,423783.125,0.003,0,,0.208,,,,,,,,,,,,,,,,,,,,349092992,
,North America,2013,6767.698,2.332,154.201,,,,0,,19.222,430550.823,0.003,0,,0.207,,,,,,,,,,,,,,,,,,,,351824000,
,North America,2014,6808.882,0.609,41.184,,,,0,,19.177,437359.705,0.003,0,,0.206,,,,,,,,,,,,,,,,,,,,354464000,
,North America,2015,6662.183,-2.155,-146.699,,,,0,,18.786,444021.887,0.003,0,,0.208,,,,,,,,,,,,,,,,,,,,357031008,
,North America,2016,6535.305,-1.904,-126.878,,,,0,,18.319,450557.192,0.003,0,,0.204,,,,,,,,,,,,,,,,,,,,359524992,
,North America,2017,6513.049,-0.341,-22.256,,,,0,,18.015,457070.241,0.003,,,,,,,,,,,,,,,,,,,,,,,361942016,
,North America,2018,6645.028,2.026,131.98,,,,0,,18.169,463715.269,0.003,,,,,,,,,,,,,,,,,,,,,,,364296000,
